,Id,LotFrontage,LotArea,OverallQual,YearBuilt,ExterQual,BsmtQual,TotalBsmtSF,GrLivArea,AllBathNum,TotRmsAbvGrd,SalePrice
731,732,73.0,9590,7,2003,Gd,Ex,868,1146,3.0,6,187500
732,733,75.0,11404,7,1998,Gd,Gd,1153,2031,2.5,8,222500
733,734,80.0,10000,5,1961,TA,TA,864,1144,2.0,6,131400
734,735,70.04995836802665,8978,5,1968,TA,TA,948,948,1.0,6,108000
735,736,60.0,10800,7,1914,TA,Gd,880,1768,1.5,6,163000
736,737,60.0,8544,3,1950,TA,,0,1040,2.0,6,93500
737,738,72.0,10463,8,2005,Gd,Gd,893,1801,2.5,8,239900
738,739,60.0,10800,5,1987,TA,Gd,1200,1200,6.0,5,179000
739,740,65.0,9313,7,2004,Gd,Gd,864,1728,2.5,7,190000
740,741,60.0,9600,5,1910,TA,Fa,264,1432,2.0,7,132000
741,742,65.0,6768,6,1961,TA,TA,912,912,2.5,5,142000
742,743,65.0,8450,7,2000,TA,Gd,1349,1349,2.0,6,179000
743,744,70.0,12886,5,1963,TA,Gd,520,1464,2.5,6,175000
744,745,41.0,5395,8,1993,Gd,Gd,1337,1337,3.0,5,180000
745,746,70.04995836802665,8963,8,1976,Ex,TA,1142,2715,4.0,11,299800
746,747,70.04995836802665,8795,7,2000,Gd,Gd,952,2256,2.5,8,236000
747,748,65.0,11700,7,1880,Gd,TA,1240,2640,1.5,8,265979
748,749,59.0,10593,7,1996,Gd,Gd,1720,1720,3.0,7,260400
749,750,50.0,8405,4,1945,TA,,0,1529,2.0,9,98000
750,751,55.0,8800,4,1910,TA,TA,576,1140,1.0,7,96500
751,752,70.04995836802665,7750,7,2003,Gd,Gd,660,1320,2.5,6,162000
752,753,79.0,9236,6,1997,TA,Gd,1479,1494,3.0,6,217000
753,754,80.0,10240,8,2005,Gd,Gd,1030,2098,2.5,8,275500
754,755,61.0,7930,6,1969,TA,TA,1026,1026,2.0,5,156000
755,756,34.0,3230,6,1999,TA,Gd,729,1471,2.5,6,172500
756,757,68.0,10769,8,2007,Gd,Gd,866,1768,2.5,7,212000
757,758,70.04995836802665,11616,6,1978,TA,TA,672,1386,2.5,6,158900
758,759,24.0,2280,7,1999,TA,Gd,744,1501,2.5,6,179400
759,760,65.0,12257,8,1995,Gd,Gd,1318,2531,2.5,9,290000
760,761,70.0,9100,6,1959,TA,TA,864,864,1.0,5,127500
761,762,60.0,6911,5,1924,TA,TA,1145,1301,1.0,5,100000
762,763,72.0,8640,7,2009,TA,Gd,756,1547,2.5,7,215200
763,764,82.0,9430,8,1999,Gd,Gd,1252,2365,3.5,8,337000
764,765,30.0,9549,8,1995,Gd,Gd,1494,1494,2.5,6,270000
765,766,75.0,14587,9,2008,Gd,Gd,1498,1506,2.0,6,264132
766,767,80.0,10421,7,1988,TA,Gd,980,1714,2.5,7,196500
767,768,75.0,12508,6,1940,TA,Gd,983,1750,3.0,7,160000
768,769,70.0,9100,7,2004,Gd,Gd,1860,1836,2.0,8,216837
769,770,47.0,53504,8,2003,Ex,Gd,1650,3279,4.5,12,538000
770,771,70.04995836802665,7252,5,1982,TA,Gd,858,858,2.0,5,134900
771,772,67.0,8877,4,1951,TA,Fa,836,1220,1.0,6,102000
772,773,94.0,7819,6,1976,TA,TA,1029,1117,2.0,6,107000
773,774,70.0,10150,5,1958,TA,TA,912,912,1.0,5,114500
774,775,110.0,14226,8,2006,Gd,Gd,1935,1973,2.0,9,395000
775,776,32.0,4500,6,1998,TA,Ex,1204,1204,3.0,5,162000
776,777,86.0,11210,7,2005,Gd,Gd,1614,1614,2.0,7,221500
777,778,100.0,13350,5,1974,TA,TA,864,894,2.0,5,142500
778,779,60.0,8400,5,1977,TA,,0,2020,2.0,10,144000
779,780,78.0,10530,6,1977,TA,Gd,975,1004,2.0,4,135000
780,781,63.0,7875,7,1995,TA,Gd,1237,1253,2.0,6,176000
781,782,65.0,7153,6,1992,Gd,Gd,761,1603,2.5,7,175900
782,783,67.0,16285,7,2001,Gd,Gd,1413,1430,2.0,6,187100
783,784,70.04995836802665,9101,5,1978,TA,Gd,1097,1110,2.0,4,165500
784,785,35.0,6300,6,1914,TA,TA,742,1484,2.0,9,128000
785,786,70.04995836802665,9790,6,1967,TA,TA,1372,1342,2.0,7,161500
786,787,60.0,10800,5,1915,TA,Fa,686,1652,3.0,7,139000
787,788,76.0,10142,7,2004,Gd,Gd,956,2084,3.5,8,233000
788,789,50.0,6000,4,1954,TA,TA,901,901,1.0,4,107900
789,790,70.04995836802665,12205,6,1966,TA,TA,832,2087,2.5,9,187500
790,791,43.0,3182,7,2005,Gd,Gd,1145,1145,2.0,5,160200
791,792,70.04995836802665,11333,6,1976,TA,Gd,1029,1062,2.0,5,146800
792,793,92.0,9920,7,1996,Gd,Gd,1117,2013,3.5,8,269790
793,794,76.0,9158,8,2007,Gd,Gd,1496,1496,2.0,7,225000
794,795,70.04995836802665,10832,7,1994,Gd,Gd,712,1895,2.5,7,194500
795,796,70.0,8400,6,1980,TA,Gd,650,1564,2.5,7,171000
796,797,71.0,8197,6,1977,TA,TA,660,1285,1.5,7,143500
797,798,57.0,7677,5,1953,TA,TA,773,773,1.0,4,110000
798,799,104.0,13518,9,2008,Ex,Ex,1926,3140,3.5,11,485000
799,800,60.0,7200,5,1937,TA,Gd,731,1768,2.5,7,175000
800,801,79.0,12798,6,1997,TA,Gd,616,1688,3.5,8,200000
801,802,40.0,4800,4,1916,TA,TA,1196,1196,2.0,5,109900
802,803,63.0,8199,7,2005,Gd,Gd,728,1456,3.5,7,189000
803,804,107.0,13891,9,2008,Ex,Ex,1734,2822,3.5,12,582933
804,805,75.0,9000,5,1954,TA,TA,936,1128,1.0,5,118000
805,806,91.0,12274,7,2008,Gd,Gd,1417,1428,2.0,6,227680
806,807,75.0,9750,5,1967,TA,TA,980,980,2.0,6,135500
807,808,144.0,21384,5,1923,TA,TA,1324,1576,3.5,6,223500
808,809,85.0,13400,5,1966,TA,TA,1024,1086,2.0,6,159950
809,810,90.0,8100,5,1898,TA,TA,849,2138,2.0,11,106000
810,811,78.0,10140,6,1974,TA,TA,1040,1309,2.5,5,181000
811,812,70.04995836802665,4438,6,2004,Gd,Gd,848,848,2.0,4,144500
812,813,66.0,8712,5,1952,Fa,TA,540,1044,1.0,4,55993
813,814,75.0,9750,6,1958,TA,TA,1442,1442,1.5,7,157900
814,815,45.0,8248,5,1918,TA,TA,686,1250,2.0,7,116000
815,816,48.0,12137,7,1998,TA,Gd,1649,1661,2.0,6,224900
816,817,70.04995836802665,11425,5,1954,TA,TA,1008,1008,1.0,4,137000
817,818,70.04995836802665,13265,8,2002,Gd,Gd,1568,1689,3.0,7,271000
818,819,80.0,8816,6,1971,TA,TA,1010,1052,2.0,6,155000
819,820,44.0,6371,7,2009,Gd,Gd,1358,1358,3.0,6,224000
820,821,72.0,7226,7,2003,Gd,Gd,798,1640,2.5,6,183000
821,822,60.0,6000,4,1953,Fa,Fa,936,936,1.0,4,93000
822,823,70.04995836802665,12394,7,2003,Gd,Gd,847,1733,2.5,7,225000
823,824,60.0,9900,6,1940,TA,TA,778,1489,2.0,7,139500
824,825,81.0,11216,8,2006,Gd,Gd,1489,1489,2.0,7,232600
825,826,114.0,14803,10,2007,Ex,Ex,2078,2084,3.0,7,385000
826,827,50.0,6130,5,1924,TA,TA,784,784,2.0,5,109500
827,828,65.0,8529,7,2001,Gd,Gd,1454,1434,2.0,6,189000
828,829,70.04995836802665,28698,5,1967,TA,TA,1013,2126,3.0,7,185000
829,830,24.0,2544,7,2005,Gd,Gd,600,1223,2.5,4,147400
830,831,80.0,11900,6,1957,TA,TA,1392,1392,2.5,6,166000
831,832,30.0,3180,7,2005,TA,Gd,600,1200,2.5,4,151000
832,833,44.0,9548,7,2003,Gd,Gd,941,1829,3.5,7,237000
833,834,100.0,10004,6,1964,TA,TA,1516,1516,1.5,6,167000
834,835,75.0,7875,5,1961,TA,TA,1144,1144,2.0,6,139950
835,836,60.0,9600,4,1950,TA,Gd,1067,1067,2.0,4,128000
836,837,90.0,8100,5,1948,TA,TA,1559,1559,2.0,5,153500
837,838,21.0,1680,6,1973,TA,TA,483,987,2.5,5,100000
838,839,75.0,9525,5,1995,TA,Gd,1099,1099,1.5,6,144000
839,840,70.0,11767,5,1946,TA,TA,768,1200,1.0,6,130500
840,841,70.04995836802665,12155,6,1925,TA,TA,672,1482,2.0,7,140000
841,842,60.0,10440,5,1904,TA,TA,650,1539,2.0,8,157500
842,843,82.0,9020,6,1966,TA,TA,1127,1165,2.5,6,174900
843,844,80.0,8000,5,1961,TA,TA,1800,1800,2.0,10,141000
844,845,100.0,12665,5,1915,TA,TA,876,1416,1.5,7,153900
845,846,70.04995836802665,16647,5,1975,TA,Gd,1390,1701,3.0,6,171000
846,847,75.0,9317,7,1993,Gd,Gd,740,1775,3.5,7,213000
847,848,36.0,15523,5,1972,TA,TA,864,864,2.0,5,133500
848,849,75.0,45600,6,1908,TA,TA,907,2358,3.0,10,240000
849,850,80.0,9600,6,1976,Gd,TA,528,1855,2.5,7,187000
850,851,36.0,4435,6,2003,Gd,Gd,848,848,2.0,3,131500
851,852,70.04995836802665,3196,8,2003,Gd,Gd,1273,1456,2.0,7,215000
852,853,53.0,7128,7,1941,TA,TA,918,1646,2.0,7,164000
853,854,70.04995836802665,12095,6,1964,TA,TA,1127,1445,1.5,7,158000
854,855,102.0,17920,5,1955,TA,TA,1763,1779,2.5,6,170000
855,856,70.04995836802665,6897,5,1962,TA,TA,1040,1040,2.5,6,127000
856,857,70.04995836802665,10970,6,1978,TA,Gd,940,1026,2.0,5,147000
857,858,65.0,8125,6,1994,TA,Gd,702,1481,2.5,6,174000
858,859,80.0,10400,7,1976,TA,Gd,1090,1370,2.0,6,152000
859,860,70.04995836802665,11029,6,1968,TA,TA,1054,2654,3.5,9,250000
860,861,55.0,7642,7,1918,Gd,TA,912,1426,1.5,7,189950
861,862,75.0,11625,5,1965,TA,TA,1039,1039,2.5,6,131500
862,863,81.0,9672,6,1984,TA,Gd,1040,1097,2.0,6,152000
863,864,70.0,7931,5,1959,TA,TA,1148,1148,2.0,6,132500
864,865,72.0,8640,7,2007,Gd,Ex,1372,1372,2.0,6,250580
865,866,70.04995836802665,8750,5,1970,TA,TA,1002,1002,2.0,5,148500
866,867,67.0,10656,8,2006,Gd,Gd,1638,1646,2.0,6,248900
867,868,85.0,6970,4,1961,TA,TA,1040,1120,2.5,5,129000
868,869,70.04995836802665,14762,5,1948,TA,,0,2320,2.0,7,169000
869,870,80.0,9938,7,1993,Gd,Gd,1050,1949,3.5,8,236000
870,871,60.0,6600,5,1962,TA,TA,894,894,1.0,5,109500
871,872,70.0,8750,6,1998,TA,Gd,804,1682,2.5,7,200500
872,873,74.0,8892,5,1953,Gd,TA,105,910,1.0,5,116000
873,874,60.0,12144,5,1949,Gd,TA,832,1268,1.0,6,133000
874,875,52.0,5720,5,1941,TA,TA,676,1131,1.5,5,66500
875,876,75.0,9000,8,2007,Gd,Gd,1184,2610,2.5,11,303477
876,877,94.0,25286,4,1963,TA,TA,1064,1040,2.0,5,132250
877,878,74.0,8834,9,2004,Gd,Ex,1462,2224,3.5,10,350000
878,879,88.0,11782,5,1961,TA,TA,1109,1155,2.0,6,148000
879,880,70.04995836802665,7000,5,1978,Gd,TA,864,864,2.0,6,136500
880,881,60.0,7024,5,2005,TA,Ex,1090,1090,2.5,5,157000
881,882,44.0,13758,7,1990,Gd,Gd,1156,1717,2.5,7,187500
882,883,70.04995836802665,9636,6,1992,TA,Gd,808,1593,2.5,7,178000
883,884,60.0,6204,4,1912,Gd,TA,795,2230,2.0,10,118500
884,885,65.0,7150,5,1967,TA,TA,892,892,1.0,5,100000
885,886,50.0,5119,9,1999,Gd,Ex,1698,1709,3.0,5,328900
886,887,70.0,8393,5,1959,TA,TA,1626,1712,2.0,8,145000
887,888,59.0,16466,5,1955,TA,TA,816,1393,1.5,8,135500
888,889,95.0,15865,8,1970,Gd,TA,2217,2217,3.0,8,268000
889,890,128.0,12160,6,1953,TA,TA,1505,1505,2.0,6,149500
890,891,60.0,8064,5,1949,TA,TA,672,924,1.0,6,122900
891,892,70.0,11184,6,1978,TA,TA,918,1683,2.5,7,172500
892,893,70.0,8414,6,1963,TA,TA,1059,1068,1.5,6,154500
893,894,70.04995836802665,13284,5,1954,TA,Gd,1383,1383,2.0,6,165000
894,895,64.0,7018,5,1979,TA,,0,1535,2.0,8,118858
895,896,71.0,7056,6,1963,TA,TA,780,1796,2.5,8,140000
896,897,50.0,8765,4,1936,TA,TA,951,951,1.0,6,106500
897,898,64.0,7018,5,1979,TA,,0,2240,2.0,12,142953
898,899,100.0,12919,9,2009,Ex,Ex,2330,2364,3.5,11,611657
899,900,65.0,6993,5,1961,TA,TA,912,1236,1.0,6,135000
900,901,70.04995836802665,7340,4,1971,TA,TA,858,858,1.0,4,110000
901,902,64.0,8712,5,1957,TA,TA,992,1306,2.0,5,153000
902,903,63.0,7875,7,2003,Gd,Gd,783,1509,2.5,8,180000
903,904,50.0,14859,7,2006,Gd,Gd,1670,1670,2.0,7,240000
904,905,70.04995836802665,6173,5,1967,TA,TA,876,902,1.0,6,125500
905,906,80.0,9920,5,1954,TA,TA,1056,1063,2.0,6,128000
906,907,116.0,13501,8,2006,Gd,Gd,1623,1636,3.0,8,255000
907,908,86.0,11500,7,1936,Gd,Gd,1017,2057,1.5,6,250000
908,909,70.04995836802665,8885,5,1983,TA,Gd,864,902,2.0,5,131000
909,910,149.0,12589,6,2005,Gd,Gd,742,1484,2.5,8,174000
910,911,80.0,11600,5,1960,TA,TA,1105,2274,2.0,12,154300
911,912,70.04995836802665,9286,5,1977,TA,Gd,1268,1268,1.5,5,143500
912,913,51.0,6120,5,1925,TA,TA,768,1015,1.0,6,88000
913,914,82.0,6270,5,1949,TA,TA,1001,2002,2.0,8,145000
914,915,30.0,3000,6,2009,Gd,Gd,612,1224,2.5,4,173733
915,916,21.0,2001,4,1970,TA,TA,546,1092,1.5,6,75000
916,917,50.0,9000,2,1949,TA,TA,480,480,1.0,4,35311
917,918,70.04995836802665,17140,4,1956,TA,TA,1134,1229,1.0,6,135000
918,919,103.0,13125,7,1991,Gd,Ex,1104,2127,3.5,8,238000
919,920,87.0,11029,6,1958,Ex,Gd,1184,1414,2.0,6,176500
920,921,70.0,8462,6,1994,Gd,Gd,928,1721,3.0,7,201000
921,922,67.0,8777,5,1900,TA,TA,1272,2200,5.0,9,145900
922,923,65.0,10237,6,2005,Gd,Gd,1316,1316,2.0,6,169990
923,924,50.0,8012,6,1993,Gd,Gd,1604,1617,3.0,5,193000
924,925,79.0,10240,6,1980,TA,Gd,1686,1686,3.0,7,207500
925,926,70.04995836802665,15611,5,1977,TA,Gd,1126,1126,2.5,6,175000
926,927,93.0,11999,8,2003,Gd,Gd,1181,2374,2.5,10,285000
927,928,70.04995836802665,9900,7,1968,TA,TA,832,1978,2.5,9,176000
928,929,70.04995836802665,11838,8,2001,Gd,Gd,1753,1788,2.0,7,236500
929,930,70.04995836802665,13006,7,1997,TA,Gd,964,2236,2.5,8,222000
930,931,73.0,8925,8,2007,Gd,Gd,1466,1466,2.0,7,201000
931,932,70.0,9100,5,1965,TA,TA,925,925,1.5,5,117500
932,933,84.0,11670,9,2006,Ex,Ex,1905,1905,2.0,8,320000
933,934,63.0,8487,7,2004,Gd,Gd,1500,1500,2.0,6,190000
934,935,313.0,27650,7,1960,TA,Gd,585,2069,3.0,9,242000
935,936,52.0,5825,4,1926,TA,Fa,600,747,1.0,5,79900
936,937,67.0,10083,7,2003,Gd,Gd,1176,1200,3.0,5,184900
937,938,75.0,9675,7,2005,Gd,Gd,1113,1971,2.5,8,253000
938,939,73.0,8760,7,2006,Gd,Gd,1391,1962,2.5,7,239799
939,940,70.04995836802665,24090,7,1940,TA,TA,1032,2403,2.0,10,244400
940,941,55.0,12640,6,1976,TA,TA,1728,1728,2.0,8,150900
941,942,70.04995836802665,8755,7,1999,Gd,Gd,992,2060,3.5,8,214000
942,943,42.0,7711,4,1977,TA,Gd,1440,1440,4.0,8,150000
943,944,100.0,25000,5,1967,TA,TA,1632,1632,2.0,8,143000
944,945,70.04995836802665,14375,6,1958,TA,TA,819,1344,1.5,7,137500
945,946,98.0,8820,5,1890,TA,TA,1088,1869,1.0,7,124900
946,947,70.0,8163,5,1959,TA,TA,1144,1144,2.0,6,143000
947,948,85.0,14536,8,2002,Gd,Gd,1616,1629,3.0,9,270000
948,949,65.0,14006,7,2002,Gd,Gd,936,1776,2.5,7,192500
949,950,78.0,9360,6,1972,TA,TA,1161,1381,2.5,5,197500
950,951,60.0,7200,5,1950,TA,TA,864,864,2.0,5,129000
951,952,60.0,7800,5,1965,TA,TA,828,965,2.0,6,119900
952,953,60.0,7200,5,1972,TA,Gd,768,768,1.5,5,133900
953,954,70.04995836802665,11075,5,1969,TA,TA,784,1968,3.0,7,172000
954,955,35.0,9400,6,1975,TA,Gd,945,980,3.0,4,127500
955,956,82.0,7136,6,1946,TA,Gd,979,1958,2.0,8,145000
956,957,24.0,1300,6,1980,TA,Gd,561,1229,1.5,5,124000
957,958,70.0,7420,5,1962,TA,TA,1057,1057,1.0,6,132000
958,959,65.0,8450,7,2003,Gd,Gd,1337,1337,3.0,6,185000
959,960,24.0,2572,7,1999,Gd,Gd,696,1416,3.5,6,155000
960,961,50.0,7207,5,1958,TA,TA,858,858,2.0,4,116500
961,962,70.04995836802665,12227,6,1977,TA,Gd,1330,2872,3.5,11,272000
962,963,24.0,2308,6,1976,TA,Gd,804,1548,3.5,7,155000
963,964,122.0,11923,9,2007,Gd,Ex,1800,1800,2.0,7,239000
964,965,80.0,11316,7,2002,Gd,Gd,817,1894,3.5,8,214900
965,966,65.0,10237,6,2005,Gd,Gd,783,1484,2.5,8,178900
966,967,130.0,9600,5,1940,Gd,TA,728,1308,2.5,7,160000
967,968,70.04995836802665,7390,5,1955,TA,TA,1098,1098,2.0,6,135000
968,969,50.0,5925,3,1910,TA,TA,600,968,1.0,6,37900
969,970,75.0,10382,6,1958,TA,TA,588,1095,2.0,6,140000
970,971,60.0,10800,4,1949,TA,TA,720,1192,1.5,6,135000
971,972,36.0,2268,7,2003,Gd,Gd,764,1626,2.0,6,173000
972,973,55.0,7892,6,1979,TA,Gd,918,918,2.0,5,99500
973,974,95.0,11639,7,2007,Gd,Gd,1428,1428,2.0,6,182000
974,975,60.0,11414,7,1910,TA,Gd,728,2019,1.0,8,167500
975,976,70.04995836802665,2651,7,2000,Gd,Gd,673,1382,3.5,6,165000
976,977,51.0,5900,4,1923,TA,Gd,440,869,1.0,4,85500
977,978,35.0,4274,7,2006,Gd,Gd,1241,1241,2.5,4,199900
978,979,68.0,9450,4,1954,TA,TA,894,894,1.0,5,110000
979,980,80.0,8816,5,1963,TA,TA,1121,1121,2.0,5,139000
980,981,70.04995836802665,12122,7,1961,Ex,TA,944,999,2.0,6,178400
981,982,98.0,12203,8,1998,Gd,Gd,1225,2612,3.5,8,336000
982,983,43.0,3182,7,2007,Gd,Gd,1266,1266,2.0,6,159895
983,984,70.04995836802665,11250,8,2002,Gd,Gd,1128,2290,2.5,9,255900
984,985,75.0,10125,5,1977,TA,,0,1734,2.0,8,126000
985,986,68.0,10880,5,1950,TA,TA,1164,1164,2.0,5,125000
986,987,59.0,5310,6,1910,TA,TA,485,1635,1.0,5,117000
987,988,83.0,10159,9,2009,Ex,Ex,1930,1940,3.5,8,395192
988,989,70.04995836802665,12046,6,1976,TA,TA,848,2030,2.5,8,195000
989,990,65.0,8125,7,2006,Gd,Gd,770,1576,2.5,6,197000
990,991,82.0,9452,8,1997,Gd,Gd,1396,2392,3.5,7,348000
991,992,121.0,17671,8,1882,Gd,TA,916,1742,1.5,8,168000
992,993,80.0,9760,6,1964,TA,TA,822,1851,2.5,7,187000
993,994,68.0,8846,6,2005,TA,Gd,750,1500,2.5,6,173900
994,995,96.0,12456,10,2006,Ex,Ex,1700,1718,3.0,7,337500
995,996,51.0,4712,4,1946,TA,TA,747,1230,2.5,5,121600
996,997,70.04995836802665,10659,5,1961,TA,TA,1050,1050,2.0,6,136500
997,998,70.04995836802665,11717,6,1970,TA,TA,1442,1442,2.0,6,185000
998,999,60.0,9786,3,1922,TA,TA,1007,1077,1.0,6,91000
999,1000,64.0,6762,7,2006,Gd,Gd,1187,1208,3.0,6,206000
1000,1001,74.0,10206,3,1952,TA,,0,944,1.0,4,82000
1001,1002,60.0,5400,5,1920,TA,Fa,691,691,1.0,4,86000
1002,1003,75.0,11957,8,2006,Gd,Gd,1574,1574,2.0,7,232000
1003,1004,70.04995836802665,11500,5,1976,TA,TA,1680,1680,2.0,8,136905
1004,1005,43.0,3182,7,2005,Gd,Gd,1346,1504,2.0,7,181000
1005,1006,65.0,8385,5,1977,Gd,Gd,985,985,2.0,6,149900
1006,1007,70.04995836802665,12155,6,1970,TA,Gd,1657,1657,2.5,7,163500
1007,1008,21.0,2217,4,1970,TA,TA,546,1092,1.5,6,88000
1008,1009,43.0,12118,7,2004,Gd,Ex,1710,1710,2.0,7,240000
1009,1010,60.0,6000,5,1926,TA,TA,1008,1522,2.0,7,102000
1010,1011,115.0,21286,5,1948,TA,TA,720,1271,2.0,7,135000
1011,1012,75.0,9825,5,1965,TA,,0,1664,2.0,8,100000
1012,1013,55.0,10592,6,1923,TA,TA,602,1502,1.5,7,165000
1013,1014,60.0,7200,5,1910,TA,TA,1022,1022,2.0,4,85000
1014,1015,60.0,11664,6,1948,TA,TA,1082,1082,1.0,5,119200
1015,1016,70.0,8400,8,2001,Gd,Gd,810,1665,3.5,6,227000
1016,1017,73.0,11883,7,1996,Gd,Gd,1504,1504,3.0,6,203000
1017,1018,70.04995836802665,5814,8,1984,Gd,Gd,1220,1360,2.0,4,187500
1018,1019,70.04995836802665,10784,7,1991,Gd,Gd,384,1472,2.5,7,160000
1019,1020,43.0,3013,7,2005,Gd,Gd,1362,1506,2.0,6,213490
1020,1021,60.0,7024,4,2005,TA,Gd,1132,1132,2.5,5,176000
1021,1022,64.0,7406,7,2006,Gd,Gd,1199,1220,3.0,6,194000
1022,1023,52.0,9439,5,1930,TA,TA,912,1248,1.0,6,87000
1023,1024,43.0,3182,7,2005,Gd,Gd,1346,1504,2.0,7,191000
1024,1025,70.04995836802665,15498,8,1976,Gd,Gd,1565,2898,3.0,10,287000
1025,1026,70.0,7700,5,1972,TA,TA,882,882,2.0,5,112500
1026,1027,73.0,9300,5,1960,TA,TA,1268,1264,2.0,6,167500
1027,1028,71.0,9520,8,2007,Gd,Gd,1638,1646,3.0,7,293077
1028,1029,79.0,9492,5,1941,TA,TA,768,1376,2.0,6,105000
1029,1030,21.0,1680,6,1972,TA,TA,672,1218,2.0,7,118000
1030,1031,70.04995836802665,7082,5,1916,TA,TA,686,1928,2.0,10,160000
1031,1032,102.0,15863,7,1920,TA,TA,824,3082,3.5,12,197000
1032,1033,70.04995836802665,14541,8,1993,Gd,Gd,1338,2520,3.5,10,310000
1033,1034,70.04995836802665,8125,7,2002,Gd,Gd,1654,1654,3.0,6,230000
1034,1035,50.0,6305,5,1938,TA,Fa,920,954,1.0,5,119750
1035,1036,70.04995836802665,11500,4,1957,TA,,0,845,1.0,5,84000
1036,1037,89.0,12898,9,2007,Gd,Ex,1620,1620,3.0,6,315500
1037,1038,70.04995836802665,9240,8,2001,Gd,Gd,1055,2263,2.5,7,287000
1038,1039,21.0,1533,4,1970,TA,TA,546,1344,1.5,6,97000
1039,1040,21.0,1477,4,1970,TA,Gd,630,630,2.0,3,80000
1040,1041,88.0,13125,5,1957,TA,TA,1134,1803,3.0,8,155000
1041,1042,70.04995836802665,9130,6,1966,TA,TA,800,1632,2.0,7,173000
1042,1043,34.0,5381,6,2005,Gd,Gd,1306,1306,3.0,5,196000
1043,1044,86.0,11839,7,1990,TA,Gd,1475,2329,3.5,10,262280
1044,1045,80.0,9600,8,1981,Gd,Gd,2524,2524,3.5,9,278000
1045,1046,70.04995836802665,13680,3,1955,TA,,0,1733,2.0,8,139600
1046,1047,85.0,16056,9,2005,Gd,Ex,1992,2868,3.5,11,556581
1047,1048,57.0,9245,5,1994,TA,Gd,990,990,1.5,5,145000
1048,1049,100.0,21750,5,1960,TA,,0,1771,1.0,9,115000
1049,1050,60.0,11100,4,1946,TA,,0,930,1.0,6,84900
1050,1051,73.0,8993,7,2007,Gd,Gd,1302,1302,2.0,6,176485
1051,1052,103.0,11175,7,2007,Gd,Gd,1316,1316,2.0,6,200141
1052,1053,100.0,9500,6,1964,TA,TA,816,1977,2.0,9,165000
1053,1054,68.0,8562,5,1957,TA,TA,1216,1526,1.0,7,144500
1054,1055,90.0,11367,8,2002,Gd,Gd,1065,1989,3.5,7,255000
1055,1056,104.0,11361,6,1976,TA,Gd,1193,1523,2.5,7,180000
1056,1057,43.0,7052,7,2005,Gd,Gd,1364,1364,3.0,6,185850
1057,1058,70.04995836802665,29959,7,1994,Gd,Gd,973,1850,2.5,7,248000
1058,1059,96.0,11308,9,2008,Ex,Ex,1104,2184,3.5,10,335000
1059,1060,70.04995836802665,11275,6,1932,TA,TA,854,1991,1.5,7,220000
1060,1061,41.0,4920,8,2001,Gd,Gd,1338,1338,3.0,6,213500
1061,1062,120.0,18000,3,1935,Fa,TA,894,894,1.0,6,81000
1062,1063,85.0,13600,5,1900,TA,TA,662,2337,2.0,10,90000
1063,1064,50.0,6000,6,1925,TA,TA,1103,1103,1.0,5,110500
1064,1065,70.04995836802665,11000,5,1966,TA,TA,1154,1154,1.5,6,154000
1065,1066,80.0,14000,7,1996,Gd,Ex,1306,2260,3.5,7,328000
1066,1067,59.0,7837,6,1993,Gd,Gd,799,1571,2.5,7,178000
1067,1068,80.0,9760,6,1964,TA,TA,780,1611,2.5,7,167900
1068,1069,42.0,3964,6,1973,TA,Gd,942,2521,3.5,10,151400
1069,1070,60.0,9600,5,1949,TA,TA,845,893,1.5,4,135000
1070,1071,72.0,10152,5,1956,TA,TA,1048,1048,2.0,6,135000
1071,1072,78.0,11700,6,1968,TA,TA,727,1556,1.5,8,154000
1072,1073,50.0,7585,5,1948,TA,Fa,810,1456,2.5,7,91500
1073,1074,75.0,7950,6,1977,TA,TA,690,1426,1.5,6,159500
1074,1075,74.0,8556,7,2006,Gd,Gd,1240,1240,2.0,5,194000
1075,1076,75.0,13125,7,1940,TA,TA,800,1740,1.5,6,219500
1076,1077,60.0,10800,5,1936,TA,Fa,796,1466,2.5,7,170000
1077,1078,70.04995836802665,15870,5,1969,TA,TA,1096,1096,2.0,6,138800
1078,1079,37.0,4435,6,2004,Gd,Gd,848,848,2.0,3,155900
1079,1080,65.0,8775,5,1994,TA,Gd,990,990,1.0,5,126000
1080,1081,80.0,11040,6,1971,Gd,TA,1258,1258,2.5,5,145000
1081,1082,75.0,7500,5,1963,TA,TA,1040,1040,2.5,5,133000
1082,1083,70.0,8749,7,2002,Gd,Gd,1459,1459,2.0,6,192000
1083,1084,80.0,8800,6,1964,TA,TA,1251,1251,2.0,6,160000
1084,1085,70.04995836802665,13031,6,1995,TA,Gd,691,1498,2.5,6,187500
1085,1086,73.0,9069,6,1992,TA,Gd,936,996,2.0,5,147000
1086,1087,70.04995836802665,1974,4,1973,TA,TA,546,1092,1.5,6,83500
1087,1088,85.0,10574,8,2005,Gd,Gd,1082,1953,2.5,9,252000
1088,1089,24.0,2522,7,2004,Gd,Gd,970,1709,2.0,7,137500
1089,1090,37.0,3316,8,2005,Gd,Gd,1247,1247,2.5,4,197000
1090,1091,60.0,8544,3,1950,TA,,0,1040,2.0,6,92900
1091,1092,24.0,2160,7,1999,Gd,Gd,600,1252,3.5,4,160000
